Year,Brand,Model,Lap Time I, RC,Tire II,Lap Time II,RC,Tire III,Lap Time III,RC,Country,MSRP (2022 USD),WHP,WTorque,Weight,P/W (kg/hp),Layout,Trans,Rating,_HD,Author,Source,Comments / Other Times,,,,,,,
2007,Saleen,S331 SuperCab,,,,,,,,,USA,,361,467,2494,6.908587258,FR,,,L,Wack,link,,,,,,,,
2017,SCG,003S,,,,,,,,,USA,,700,924,1350,1.928571429,MR,AT,,L,DanielDi,,,,,,,,,
2014,Scion,Xb,,,,,,,,,Japan (USDM),,146,187,1373,9.404109589,FF,AT,,L,DanielDi,,,,,,,,,
2003,Seat,Leon Cupra R,,,,,,,,,Spain,,183,248,1324,7.234972678,FF,MT,,L,101Creative,PAtreon,,,,,,,,
2014,Skoda,Octavia Combi VRS,,,,,,,,,Czech Republic,,217,285,1495,6.889400922,FF,AT,,L,Javier Garcia Jimenez,,,,,,,,,
2010,SSC,Ultimate Aero,,,,,,,,,USA,,1120,1304,1135,1.013392857,MR,MT,,L,101Creative,PAtreon,,,,,,,,
1958,Subaru,360,,,,,,,,,Japan,,28,38,470,16.78571429,RR,MT,,R,なんだこぱんだ,youtub,,,,,,,,
1992,Subaru,Legacy RS,,,,,,,,,Japan,,181,161,1377,7.607734807,F4,MT,,R,Wack,link,,,,,,,,
1996,Subaru,Alcyone SVX,1:12.146,0,,,,,,,Japan,,194,258,1590,8.195876289,F4,AT,2.5,L,Izzu + Tombs,link,"only if u rly want an svx, too much power",,,,,,,
1991,Subaru,SVX,1:14.50,0,,,,,,,Japan,,165,234,1620,9.818181818,F4,AT,,R,Subaru,irl,,,,,,,,
1998,Subaru,Impreza WRX STi 22B (GC8),,,,,,,,,Japan,,239,314,1270,5.313807531,F4,MT,,R,Esprit3095,link,,,,,,,,
1998,Subaru,Impreza WRX STi (GC8),,,,,,,,,Japan,,224,298,1260,5.625,F4,MT,,R,Subetin & Me9u ,link,,,,,,,,
1999,Subaru,Impreza STi Type RA (GC8),1:06.51,0,,,,,,,Japan,,220,290,1200,5.454545455,F4,MT,,R,Subaru,irl,,,,,,,,
2000,Subaru,Impreza WRX STi  Type R (GC8),1:10.836,0,,,,,,,Japan,,211,309,1260,5.971563981,F4,MT,2.5,R,RemcoJZA80 & abbo90,link,,,,,,,,
2002,Subaru,Impreza WRX (GG),,,,,,,,,Japan (USDM),,190,248,1403,7.384210526,F4,MT,,L,Stereo + aphidgod,link,,,,,,,,
2005,Subaru,Impreza STI Spec C (GD),1:05.61,0,,,,,,,Japan,,235,336,1390,5.914893617,F4,MT,,R,Subaru,irl,,,,,,,,
2007,Subaru,Impreza WRX STi (GDB),1:09.825,0,SM,1:08.837,0,HR,1:07.041,0,Japan (USDM),,270,350,1450,5.37037037,F4,MT,3.5,L,Binary Motors,link,"hp slighlty optimistic, weird ffb, weird tire physics, good sound and vis model",,,,,,,
2006,Subaru,Impreza STI Type RA-R (GD),1:05.05,0,,,,,,,Japan,,270,367,1390,5.148148148,F4,MT,,R,Subaru,irl,,,,,,,,
2006,Subaru,Impreza S204 (GDB),1:08.245,0,SM,1:06.323,0,,,,Japan,,278,376,1480,5.323741007,F4,MT,4,R,101Creative,Patreon,"feels a little too tail happy but maybe thats an s204 thing, i have no idea how the pro drivers get these super fast times in awd jdm cars irl",,,,,,,
2006,Subaru,Impreza S204,1:04.90,0,,,,,,,Japan,,274,370,1450,5.291970803,F4,MT,,R,Subaru,irl,,,,,,,,
2008,Subaru,Impreza WRX STi (GRB),1:08.852,0,SM,1:06.796,0,,,,Japan,,255,350,1480,5.803921569,F4,MT,3.5,R,ACWorkshop (Rider Corsa),link,,,,,,,,
2009,Subaru,Impreza WRX STi (GH),1:05.67,0,,,,,,,Japan,,241,361,1530,6.348547718,F4,MT,,R,Subaru,irl,,,,,,,,
2010,Subaru,Impreza WRX STi (GE),1:08.81,0,,,,,,,Japan,,241,361,1549,6.427385892,F4,MT,,R,Subaru,irl,,,,,,,,
2012,Subaru,Impreza WRX STi S206 (GVB),,,,,,,,,Japan,,292,392,1470,5.034246575,F4,MT,,R,Assettogarage,link,high hp/tq,,,,,,,
2016,Subaru,WRX STi (VA),1:06.640,0,AD08R,1:03.330,3,SM,1:05.148,0,Japan,,280,373,1450,5.178571429,F4,MT,4.5,R,"Bruce Kelt,Megmin,Subetin",link,"optimistic power, very realistic dccd experience, ad08r not in the realm of stock performance but other two tires are ",,,,,,,
2019,Subaru,WRX STi Type S (VA),1:06.62,0,,,,,,,Japan,,246,341,1495,6.077235772,F4,MT,,R,Subaru,irl,,,,,,,,
2022,Subaru,WRX (VB),,,,,,,,,Japan,,236,305,1494,6.330508475,F4,MT,,L,?,link,,,,,,,,
2012,Subaru,BRZ,1:10.59,0,,,,,,,Japan,,165,176,1250,7.575757576,FR,MT,,R,Subaru,irl,,,,,,,,
2021,Subaru,BRZ,,,,,,,,,Japan,,206,238,1240,6.019417476,FR,MT,,R,Kilin&Aruson,link,,,,,,,,
1992,Suzuki,Cappuccino,1:17.40,0,,,,,,,Japan,,59,94,700,11.86440678,FR,MT,,R,Suzuki,irl,,,,,,,,
1995,Suzuki,Cappuccino,1:16.994,0,ST,1:16.020,1,SM,1:15.213,1,Japan,,63,82,690,10.95238095,FR,MT,4,R,Esprit3095,link,,,,,,,,
2003,Suzuki,Swift Sport (HT81S),,,,,,,,,Japan,,101,135,1025,10.14851485,FF,MT,,R,Nix Dektara,link,,,,,,,,
2007,Suzuki,Swift Sport,1:15.821,0,SM,1:14.821,1,,,,Japan,,99,122,1060,10.70707071,FF,MT,4,L,Esprit3095,link,,,,,,,,
2006,Suzuki,Swift Sport,1:16.59,0,,,,,,,Japan,,106,126,1093,10.31132075,FF,MT,,R,Suzuki,irl,,,,,,,,
2013,Tata,Nano,,,,,,,,,India,,28,38,470,16.78571429,RR,MT,,R,ASKHD11,link,,,,,,,,
2011,Tesla,Roadster Sport,1:06.933,0,SM,1:05.833,0,,,,USA,,290,400,1237,4.265517241,MR,AT,4,L,DanielDi,link,makes me curious to drive a gen 1 roadster,,,,,,,
2019,Tesla,Model 3 SR+ RWD,1:08.567,0,SM,1:06.103,1,,,,USA,,285,389,1608,5.642105263,MR,AT,3.5,L,MPP,RD,electric torque curve modeled by kers ratehr than regular power.lut it seems,,,,,,,
2019,Tesla,Model 3 Performance,1:07.013,0,SM,1:04.752,0,,,,USA,,475,650,1847,3.888421053,M4,AT,3.5,L,MPP,RD,electric torque curve modeled by kers ratehr than regular power.lut it seems,,,,,,,
2019,Tesla,Model 3 Performance,,,,,,,,,USA,,409,650,1764,4.312958435,M4,AT,,L,RVZ,link,,,,,,,,
1965,Toyota,Sports 800,,,,,,,,,Japan,,47,68,580,12.34042553,FR,MT,,R,なんだこぱんだ,youtube,,,,,,,,
1967,Toyota,2000GT,,,,,,,,,Japan,,150,177,1125,7.5,FR,MT,,R,DaWeedz,link,,,,,,,,
1983,Toyota,Sprinter Trueno Apex (AE86),,,,,,,,,Japan,,113,126,925,8.185840708,FR,MT,,R,Kunos,AC (JP),,,,,,,,
1983,Toyota,Sprinter Trueno Apex (AE86),,,,,,,,,Japan,,110,127,925,8.409090909,FR,MT,,R,Settings,link,,,,,,,,
1983,Toyota,Corolla Levin 1600GT Apex (AE86),,,,,,,,,Japan,,108,127,940,8.703703704,FR,MT,,R,Esprit3096,link,,,,,,,,
1984,Toyota,Corolla (AE82),,,,,,,,,Japan (USDM),,134,147,850,6.343283582,FF,MT,,L,MRN,link,,,,,,,,
1992,Toyota,Corolla Levin GT Apex Kouki (AE92),,,,,,,,,Japan,,138,150,1030,7.463768116,FF,MT,,R,Nix Dektara,link,,,,,,,,
1995,Toyota,Corolla Levin BZ-V (AE111),1:11.73,0,,,,,,,Japan,,138,151,1040,7.536231884,FF,MT,,R,Toyota,irl,,,,,,,,
1986,Toyota,Celica 2.0 GT,,,,,,,,,Japan,,147,180,1161,7.897959184,FF,MT,,L,Jake Grafton,link,,,,,,,,
1990,Toyota,Celica GT-Four RC (ST185),,,,,,,,,Japan,,204,218,1430,7.009803922,F4,MT,,R,?,link,,,,,,,,
1994,Toyota,Celifca GT-Four (ST205),,,,,,,,,Japan,,211,251,1795,8.507109005,F4,MT,,R,Kenneth Yip / Updated Dani Kiss,link,,,,,,,,
2005,Toyota,Celica GT-S,,,,,,,,,Japan,,168,163,1135,6.755952381,FF,MT,,R,ReWolf,link,,,,,,,,
2015,Toyota,GT86,1:11.086,0,ECO,1:14.042,0,SM,1:10.157,0,Japan,,168,184,1250,7.44047619,FR,MT,3.5,R,Kunos,AC,"primacy/eco tire seems about right in my experience, car is a little numb compared to irl counterpart",,,,,,,
2012,Toyota,GT86,1.09.78,0,,,,,,,Japan,,165,176,1250,7.575757576,FR,MT,,R,Toyota,irl,,,,,,,,
2016,Toyota,86 GT Kouki,1:09.874,0,ST,1:08.591,0,,,,Japan,,177,190,1240,7.005649718,FR,MT,3,R,Kilin&Aruson,link,tires and physics are weird,,,,,,,
2021,Toyota,GR86,1:07.038,0,,,,,,,Japan,,206,238,1270,6.165048544,FR,MT,4.5,R,Kilin&Aruson,link,"blast to drive with only issue being ties feeling a little too grippy, making me really want to drive one in real life",,,,,,,
2021,Toyota,GR86,1:07.86,0,,,,,,,Japan,,216,239,1276,5.907407407,FR,MT,,R,Toyota,irl,,,,,,,,
2007,Toyota,Vitz RS 1.5,,,,,,,,,Japan,,96,125,1060,11.04166667,FF,MT,,R,101Creative,Patreon,,,,,,,,
2020,Toyota,Yaris 1.5,1:14.54,0,,,,,,,Japan,,103,126,990,9.611650485,FF,MT,,R,Toyota,irl,,,,,,,,
2020,Toyota,GR Yaris,1:05.689,0,,,,,,,Japan,,239,319,1260,5.271966527,F4,MT,4.5,L,Jandrovi,link,extremely enjoyable handling which lines up with what journalists and reviews say,,,,,,,
2020,Toyota,GR Yaris,1:06.22,0,SM,1:04.81,0,,,,Japan,,242,319,1292,5.338842975,F4,MT,,R,Toyota,irl,,,,,,,,
2020,Toyota,GR Yaris RZ,1:05.519,0,HPT,1:02.527,3,MPSC2,1:02.141,3,Japan,,246,358,1260,5.12195122,F4,MT,4,R,MNBA,link,stock tire experience is realistic but better tires are slicks in everything but name,,,,,,,
2022,Toyota,GR Corolla Morizo Ed.,,,,,,,,,Japan,,267,346,1440,5.393258427,F4,MT,,R,Kilin,Patreon,,,,,,,,
1985,Toyota,Celica Supra,,,,,,,,,Japan,,131,208,1250,9.541984733,FR,MT,,L,Dampfwalze,link,,,,,,,,
1992,Toyota,Supra 3.0 GT (A70),1:16.49,0,,,,,,,Japan,,180,256,1560,8.666666667,FR,AT,,R,Toyota,irl,,,,,,,,
1990,Toyota,Supra 3.0 GT (A70),1:13.945,0,,,,,,,Japan,,177,252,1530,8.644067797,FR,MT,3,R,Esprit3095,custom,,,,,,,,
1988,Toyota,Supra 3.0GT Turbo A (A70),1:12.067,0,SM,1:10.714,0,,,,Japan,,227,305,1540,6.784140969,FR,MT,3.5,R,Esprit3095,Youtube,,,,,,,,
1993,Toyota,Supra (A80),,,,,,,,,Japan,,279,443,1510,5.41218638,FR,MT,,L,Kunos,AC (JP),,,,,,,,
1998,Toyota,Supra RZ (A80),1:07.493,0,SV,1:09.476,0,SM,1:06.876,0,Japan,,293,397,1510,5.153583618,FR,MT,4,R,Esprit3095,Youtube,,,,,,,,
1994,Toyota,Supra RZ (A80),1:06.75,0,,,,,,,Japan,,290,378,1510,5.206896552,FR,MT,,R,Toyota,irl,,,,,,,,
2019,Toyota,GR Supra A90 LE (A90),,,,,,,,,Japan,,296,440,1541,5.206081081,FR,AT,,R,Jandrovi,Youtube,,,,,,,,
2019,Toyota,GR Supra (A90),,,,,,,,,Japan,,296,435,1395,4.712837838,FR,AT,,R,TGN,PAtreon,,,,,,,,
2019,Toyota,GR Supra (A90),,,,,,,,,Japan,,316,469,1541,4.876582278,FR,AT,,R,IFSONANA,link,,,,,,,,
2020,Toyota,GR Supra RZ (A90),1:03.724,0,,,,,,,Japan,,339,554,1530,4.513274336,FR,AT,,R,Toyota,irl,,,,,,,,
1999,Toyota,Altezza RS200,1:12.05,0,,,,,,,Japan,,167,187,1370,8.203592814,FR,MT,,R,Toyota,irl,,,,,,,,
2005,Toyota,Crown,,,,,,,,,Japan,,252,355,1650,6.547619048,FR,AT,,L,LRAC,link,,,,,,,,
2013,Toyota,Crown,,,,,,,,,Japan,,243,350,1680,6.913580247,FR,AT,,R,Subie et al.,link,,,,,,,,
2018,Toyota,Camry 2.0,,,,,,,,,Japan,,142,169,1540,10.84507042,FF,AT,,L,Westlin,link,,,,,,,,
2018,Toyota,Camry 2.5,,,,,,,,,Japan,,181,216,1540,8.508287293,FF,AT,,L,Westlin,link,,,,,,,,
2004,Toyota,Prius Hybrid,1:24.63,0,,,,,,,Japan,,93,136,1310,14.08602151,FF,AT,,L,Toyota,irl,,,,,,,,
2011,Toyota,Prius,,,,,,,,,Japan,,84,130,1310,15.5952381,FF,AT,,L,Forcefulodin,link,,,,,,,,
2019,Toyota,Tundra TRD Pro,,,,,,,,,Japan,,380,544,2500,6.578947368,F4,AT,,L,PTT Mods,PAtreon,,,,,,,,
1989,Toyota,MR2 SC (AW11),,,,,,,,,Japan,,130,167,1131,8.7,MR,MT,,R,Darek,link,,,,,,,,
1996,Toyota,MR2 (SW20),1:10.43,0,,,,,,,Japan,,144,189,1270,8.819444444,MR,MT,,R,Toyota,irl,,,,,,,,
1998,Toyota,MR2 GT-S (SW20),1:08.928,0,SM,1:07.578,0,,,,Japan,,204,256,1270,6.225490196,MR,MT,4,R,Esprit3095,link,"snap oversteer brah snap oversteer brah, fun to drive",,,,,,,
1993,Toyota,MR2 GT-S (SW20),1:08.00,0,,,,,,,Japan,,195,291,1260,6.461538462,MR,MT,,R,Toyota,irl,,,,,,,,
2002,Toyota,MR-S Spyder (ZZW30),,,,,,,,,Japan,,123,154,910,7.398373984,MR,MT,,R,Velo,link,,,,,,,,
1994,Toyota,Sera,,,,,,,,,Japan,,91,111,930,10.21978022,FF,MT,,R,A3DR,link,,,,,,,,
2018,Toyota,Century,,,,,,,,,Japan,,394,541,1920,4.873096447,FR,AT,,R,Tidy,link,,,,,,,,
1969,Triumph,TR6,,,,,,,,,Britain,,132,258,1130,8.560606061,FR,MT,,R,?,link,,,,,,,,
1963,TVR,Griffith Series 200,,,,,,,,,Britain,,140,276,933,6.664285714,FR,MT,,R,PedroBLR,RD,,,,,,,,
1996,TVR,Cerbera Speed Six,1:08.72,0,,,,,,,Britain,,344,425,1100,3.197674419,FR,MT,,R,TVR,irl,,,,,,,,
1996,TVR,Cerbera Speed 12,,,,,,,,,Britain,,716,783,975,1.361731844,FR,MT,,R,?,link,,,,,,,,
2001,TVR,Tamora,1:06.41,0,,,,,,,Britain,,330,407,1060,3.212121212,FR,MT,,R,TVR,irl,,,,,,,,
2003,TVR,Tuscan,1:08.77,0,,,,,,,Britain,,344,425,1153,3.351744186,FR,MT,,R,TVR,irl,,,,,,,,
2001,TVR,Tuscan S,,,,,,,,,Britain,,392,410,1175,2.99744898,FR,MT,,R,PedroBLR,link,,,,,,,,
2001,TVR,Tuscan S,,,,,,,,,Britain,,339,327,1175,3.466076696,FR,MT,,R,101Creative,PAtreon,,,,,,,,
2018,TVR,Griffith,,,,,,,,,Britain,,400,480,1200,3,FR,AT,,R,PedroBLR,link,,,,,,,,
2012,Vauxhall,Astra GTC VXR,,,,,,,,,Germany,,235,381,1595,6.787234043,FF,MT,,R,Remco & abbo90,link,,,,,,,,
2016,Vauxhall,Corsa VXR,,,,,,,,,Germany,,183,240,1390,7.595628415,FF,MT,,R,TGN,PAtreon,,,,,,,,
2004,Vauxhall,VX220 Turbo,,,,,,,,,Germany,,173,228,929,5.369942197,MR,MT,,R,101Creative,PAtreon,,,,,,,,
1993,Venturi,400 GT,1:05.66,0,,,,,,,Germany,,334,432,1140,3.413173653,MR,MT,,L,Venturi,irl,,,,,,,,
1970,Volkswagen,Beetle 1302 S,,,,,,,,,Germany,,37,62,870,23.51351351,RR,MT,,L,?,link,,,,,,,,
1995,Volkswagen,Polo GTI MK3,,,,,,,,,Germany,,101,143,1040,10.2970297,FF,MT,,L,RICAS,link,,,,,,,,
2011,Volkswagen,Polo GTI MK5,,,,,,,,,Germany,,155,218,1194,7.703225806,FF,AT,,L,FC,link,,,,,,,,
2014,VW,Polo GTI,1:10.78,0,,,,,,,Germany,,153,245,1239,8.098039216,FF,MT,,L,VW,irl,,,,,,,,
1983,Volkswagen,Golf GTI MK1,,,,,,,,,Germany,,101,130,920,9.108910891,FF,MT,,R,Tony Cooke,link,,,,,,,,
1983,Volkswagen,Golf GTI MK1,,,,                                            ,,,,,Germany,,101,143,840,8.316831683,FF,MT,,L,RICAS,link,,,,,,,,
1985,Volkswagen,Golf GTI MK2,,,,,,,,,Germany,,138,155,907,6.572463768,FF,MT,,L,Wack (u. Matty),link,,,,,,,,
1995,Volkswagen,Golf VR6 Syncro MK3,,,,,,,,,Germany,,195,275,1240,6.358974359,F4,MT,,L,?,link,powwer/t,,,,,,,
1993,Volkswagen,Golf GTI MK3,,,,,,,,,Germany,,148,178,1040,7.027027027,FF,MT,,L,RICAS,link,,,,,,,,
1998,Volkswagen,Golf GTI MK4,1:11.998,3,,,,,,,Germany,,192,233,1090,5.677083333,FF,MT,3.5,L,RICAS,link,tires are too grippy and car is too light but fun to drive,,,,,,,
1999,VW,Golf GTI (MK4),1:14.00,0,,,,,,,Germany,,163,210,1270,7.791411043,FF,MT,,L,VW,irl,,,,,,,,
1998,Volkswagen,Golf TDI MK4,,,,,,,,,Germany,,155,320,1090,7.032258065,FF,MT,,L,RICAS,link,too light,,,,,,,
2002,VW,Golf R32 (MK4),1:12.09,0,,,,,,,Germany,,212,286,1521,7.174528302,F4,MT,,L,VW,irl,,,,,,,,
2004,Volkswagen,Golf GTI MK5,1:12.165,0,,,,,,,Germany,,174,244,1324,7.609195402,FF,MT,4,L,101Creative,Patreon,,,,,,,,
2004,VW,Golf GTI (MK5),1:12.54,0,,,,,,,Germany,,187,287,1350,7.219251337,FF,MT,,L,VW,irl,difficult to find whp/wtq because of haldex/ little info,,,,,,,
2005,VW,Golf R32 (MK5),1:09.55,0,,,,,,,Germany,,185,237,1540,8.324324324,F4,MT,,L,VW,irl,,,,,,,,
2010,Volkswagen,Golf GTI (MK6),1:12.248,0,,,,,,,Germany,,182,244,1324,7.274725275,FF,MT,4,L,101Creative,Patreon,,,,,,,,
2009,VW,Golf GTI (MK6),1:11.44,0,,,,,,,Germany,,195,276,1357,6.958974359,FF,MT,,L,VW,irl,,,,,,,,
2012,Volkswagen,Golf R (MK6),1:09.123,0,,,,,,,Germany,,232,321,1521,6.556034483,F4,AT,3,R,UK Garridge,link,tires feel like all seasons,,,,,,,
2010,VW,Golf R (MK6),1:08.51,0,,,,,,,Germany,,221,309,1505,6.809954751,F4,AT,,L,VW,irl,,,,,,,,
2014,Volkswagen,Golf GTI MK7,1:07.931,2,,,,,,,Germany,,231,329,1370,5.930735931,FF,AT,3.5,L,M.L.,link,,,,,,,,
2014,Volkswagen,Golf GTI MK7,1:09.087,0,SM,1:08.059,1,,,,Germany,,226,328,1370,6.061946903,F4,AT,3,L,UK Garridge,link,,,,,,,,
2014,Volkswagen,Golf R MK7 (3DR),1:06.520,1,,,,,,,Germany,,294,380,1500,5.102040816,F4,B,3.5,L,Darek,link,"realistic, but feels like someone put far too grippy tires on stock suspension",,,,,,,
2015,Volkswagen,Golf R MK7 (5DR),1:08.757,0,SM,1:07.730,0,MPS4S,1:04.903,3,Germany,,294,380,1579,5.370748299,F4,MT,3,L,MoulagaZzZ,link,ps4s feel like slicks,,,,,,,
2021,Volkswagen,Golf R MK7.5 (5DR),1:07.773,1,SM,1:06.650,2,,,,Germany,,269,345,1446,5.375464684,F4,AT,3.5,L,UK Garridge,link,"feels too light overall and sm tires feel like R compound tires but not bad, good vis model",,,,,,,
2015,VW,Golf R (MK7),1:07.83,0,,,,,,,Germany,,258,369,1495,5.794573643,F4,AT,,L,VW,irl,assuming 5 dr dsg ,,,,,,,
2022,Volkswagen,Golf R MK8,1:06.932,0,,,,,,,Germany,,294,380,1455,4.948979592,F4,AT,4,L,VR Driving,link,not sure if the real mk8r wheel hops when turning at the limit but otherwise good feeling car,,,,,,,
2019,Volkswagen,Jetta GLI (A8),,,,,,,,,Germany,,234,359,1432,6.11965812,FF,AT,,L,Dino,link,,,,,,,,
1985,Volkswagen,Scirocco MK1,,,,,,,,,Germany,,120,142,895,7.458333333,FF,MT,, L,Wack,link,,,,,,,,
1995,Volkswagen,Corrado VR6,1:15.021,0,ST,1:12.863,0,SM,1:11.844,1,Germany,,166,213,1210,7.289156627,FF,MT,3.5,L,Wolf24,link,numb ffb but otherwise faithful replication,,,,,,,
1991,VW,Corrado VR6,1:13.13,0,,,,,,,Germany,,165,237,1210,7.333333333,FF,MT,,L,VW,irl,,,,,,,,
2009,Volkswagen,Scirocco GT,,,,,,,,,Germany,,174,244,1324,7.609195402,FF,AT,,R,101Creative,link,,,,,,,,
2015,Volkswagen,Scirocco R,1:09.537,0,,,,,,,Germany,,245,319,1521,6.208163265,F4,MT,3.5,L,UK Garridge,link,"tires feel realistic for a street car, believable handling behavior ",,,,,,,
2009,VW,Scirocco R,1:08.23,0,,,,,,,Germany,,239,309,1419,5.937238494,FF,AT,,L,VW,irl,,,,,,,,
2019,Volkswagen,Touareg R,,,,,,,,,Germany,,456,772,2344,5.140350877,F4,AT,,L,DJP,link,power little too high,,,,,,,
2022,Volkswagen,Virtus,,,,,,,,,Germany (India),,132,179,1200,9.090909091,FF,AT,,R,JustKapi,Patreon,,,,,,,,
1983,Volvo,240 Turbo,,,,,,,,,Sweden,,121,166,1285,10.61983471,FR,MT,,L,Subetin,link,,,,,,,,
1997,Volvo,850R Estate,,,,,,,,,Sweden,,244,350,1490,6.106557377,FF,MT,,L,Subetin,link,,,,,,,,
2006,Volvo,S60R,,,,,,,,,Sweden,,270,408,1520,5.62962963,F4,MT,,L,?,link,,,,,,,,
2015,Volvo,V60 Polestar,,,,,,,,,Sweden,,301,438,1705,5.664451827,F4,AT,,L,101Creative,link,,,,,,,,
2018,Volvo,XC90R Hybrid,,,,,,,,,Sweden,,280,456,2277,8.132142857,F4,AT,,R,?,link,,,,,,,,
1993,Zagato,Gavia,,,,,,,,,Italy,,291,387,1580,5.429553265,FR,MT,,R,Nik Dektara,link,,,,,,,,
2007,Weismann,GT MF5,,,,,,,,,Germany,,430,447,1380,3.209302326,FR,AT,,L,?,link,,,,,,,,
2019,Zenvo,TSR-S,,,,,,,,,Denmark,,1025,964,1495,1.458536585,M4,AT,,L,ExMods,link,,,,,,,,
1994,Zhonghua,Zidantou CHB6401TA,,,,,,,,,China,,79,113,800,10.12658228,FF,MT,,R,Snips,link,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
